run000 | epochs: 71 | time (s): 38.91 | final validation loss: 0.4002354
run038 | epochs: 9 | time (s): 7.72 | final validation loss: 0.3544840
run039 | epochs: 9 | time (s): 10.24 | final validation loss: 0.3656399
run040 | epochs: 61 | time (s): 45.22 | final validation loss: 0.4268442
run041 | epochs: 51 | time (s): 35.77 | final validation loss: 0.4494485
run042 | epochs: 28 | time (s): 31.73 | final validation loss: 0.4006807
run043 | epochs: 22 | time (s): 18.69 | final validation loss: 0.3826018
run044 | epochs: 13 | time (s): 9.14 | final validation loss: 0.3702016
run045 | epochs: 10 | time (s): 6.81 | final validation loss: 0.3692728
run046 | epochs: 8 | time (s): 5.78 | final validation loss: 0.3572318
run047 | epochs: 6 | time (s): 4.47 | final validation loss: 0.3537484
run048 | epochs: 5 | time (s): 4.67 | final validation loss: 0.3556672
run049 | epochs: 4 | time (s): 5.05 | final validation loss: 0.3635748
run050 | epochs: 66 | time (s): 50.79 | final validation loss: 0.4258148
run051 | epochs: 48 | time (s): 38.23 | final validation loss: 0.4386473
run052 | epochs: 37 | time (s): 31.25 | final validation loss: 0.4294624
run053 | epochs: 25 | time (s): 18.87 | final validation loss: 0.4100740
run054 | epochs: 16 | time (s): 11.90 | final validation loss: 0.3916177
run055 | epochs: 14 | time (s): 10.61 | final validation loss: 0.3910048
run056 | epochs: 7 | time (s): 5.16 | final validation loss: 0.3595766
run057 | epochs: 5 | time (s): 3.94 | final validation loss: 0.3552309
run058 | epochs: 5 | time (s): 4.82 | final validation loss: 0.3806820
run059 | epochs: 4 | time (s): 5.12 | final validation loss: 0.3580083
run060 | epochs: 71 | time (s): 40.74 | final validation loss: 0.4265535
run061 | epochs: 37 | time (s): 21.62 | final validation loss: 0.3916644
run062 | epochs: 24 | time (s): 14.29 | final validation loss: 0.3797201
run063 | epochs: 25 | time (s): 15.10 | final validation loss: 0.3832990
run064 | epochs: 18 | time (s): 10.88 | final validation loss: 0.3640379
run065 | epochs: 16 | time (s): 10.44 | final validation loss: 0.3607243
run066 | epochs: 13 | time (s): 9.60 | final validation loss: 0.3541896
run067 | epochs: 8 | time (s): 6.44 | final validation loss: 0.3507799
run068 | epochs: 9 | time (s): 7.86 | final validation loss: 0.3484763
run069 | epochs: 9 | time (s): 10.82 | final validation loss: 0.3601040
run070 | epochs: 74 | time (s): 60.79 | final validation loss: 0.4210982
run071 | epochs: 51 | time (s): 44.94 | final validation loss: 0.4363620
run072 | epochs: 28 | time (s): 20.56 | final validation loss: 0.4204427
run073 | epochs: 22 | time (s): 16.26 | final validation loss: 0.3849785
run074 | epochs: 13 | time (s): 8.97 | final validation loss: 0.3691347
run075 | epochs: 10 | time (s): 7.10 | final validation loss: 0.3656733
run076 | epochs: 8 | time (s): 6.74 | final validation loss: 0.3604393
run077 | epochs: 6 | time (s): 4.91 | final validation loss: 0.3559046
run078 | epochs: 5 | time (s): 4.48 | final validation loss: 0.3599357
run079 | epochs: 4 | time (s): 4.91 | final validation loss: 0.3657245
run080 | epochs: 66 | time (s): 53.21 | final validation loss: 0.3983890
run081 | epochs: 50 | time (s): 40.89 | final validation loss: 0.4022343
run082 | epochs: 44 | time (s): 36.91 | final validation loss: 0.4405393
run083 | epochs: 32 | time (s): 26.11 | final validation loss: 0.4105899
run084 | epochs: 16 | time (s): 13.14 | final validation loss: 0.3832081
run085 | epochs: 14 | time (s): 11.93 | final validation loss: 0.3905057
run086 | epochs: 7 | time (s): 5.84 | final validation loss: 0.3676596
run087 | epochs: 5 | time (s): 4.08 | final validation loss: 0.3672281
run088 | epochs: 5 | time (s): 5.02 | final validation loss: 0.3595895
run089 | epochs: 4 | time (s): 5.91 | final validation loss: 0.3575655
run090 | epochs: 68 | time (s): 45.04 | final validation loss: 0.4280705
run091 | epochs: 37 | time (s): 24.75 | final validation loss: 0.4299398
run092 | epochs: 24 | time (s): 15.89 | final validation loss: 0.3751171
run093 | epochs: 25 | time (s): 16.92 | final validation loss: 0.3745138
run094 | epochs: 18 | time (s): 11.91 | final validation loss: 0.3680807
run095 | epochs: 16 | time (s): 11.27 | final validation loss: 0.3559271
run096 | epochs: 13 | time (s): 9.05 | final validation loss: 0.3560525
run097 | epochs: 8 | time (s): 6.03 | final validation loss: 0.3475225
run098 | epochs: 9 | time (s): 7.61 | final validation loss: 0.3458278
run099 | epochs: 9 | time (s): 10.46 | final validation loss: 0.3671622
run100 | epochs: 74 | time (s): 56.51 | final validation loss: 0.4126410
run101 | epochs: 44 | time (s): 32.94 | final validation loss: 0.4077915
run102 | epochs: 28 | time (s): 20.03 | final validation loss: 0.4749468
run103 | epochs: 22 | time (s): 16.25 | final validation loss: 0.3895560
run104 | epochs: 13 | time (s): 9.96 | final validation loss: 0.3714050
run105 | epochs: 10 | time (s): 7.64 | final validation loss: 0.3671813
run106 | epochs: 8 | time (s): 6.18 | final validation loss: 0.3600001
run107 | epochs: 6 | time (s): 4.98 | final validation loss: 0.3654544
run108 | epochs: 5 | time (s): 4.90 | final validation loss: 0.3490180
run109 | epochs: 4 | time (s): 5.15 | final validation loss: 0.3561375
run110 | epochs: 66 | time (s): 53.07 | final validation loss: 0.4279873
run111 | epochs: 50 | time (s): 41.40 | final validation loss: 0.4277338
run112 | epochs: 44 | time (s): 34.41 | final validation loss: 0.5180236
run113 | epochs: 29 | time (s): 23.29 | final validation loss: 0.4002362
run114 | epochs: 16 | time (s): 12.87 | final validation loss: 0.3786484
run115 | epochs: 14 | time (s): 11.76 | final validation loss: 0.3821321
run116 | epochs: 7 | time (s): 6.07 | final validation loss: 0.3622048
run117 | epochs: 5 | time (s): 4.12 | final validation loss: 0.3558556
run118 | epochs: 5 | time (s): 5.12 | final validation loss: 0.3713552
run119 | epochs: 4 | time (s): 5.78 | final validation loss: 0.3623733
run120 | epochs: 58 | time (s): 37.46 | final validation loss: 0.4002221
run121 | epochs: 37 | time (s): 24.71 | final validation loss: 0.3932566
run122 | epochs: 24 | time (s): 15.59 | final validation loss: 0.3764858
run123 | epochs: 25 | time (s): 16.44 | final validation loss: 0.3764027
run124 | epochs: 18 | time (s): 12.13 | final validation loss: 0.3642109
run125 | epochs: 16 | time (s): 11.34 | final validation loss: 0.3602811
run126 | epochs: 13 | time (s): 9.37 | final validation loss: 0.3538009
run127 | epochs: 8 | time (s): 6.06 | final validation loss: 0.3524443
run128 | epochs: 9 | time (s): 8.14 | final validation loss: 0.3548200
run129 | epochs: 9 | time (s): 10.78 | final validation loss: 0.3528114
run130 | epochs: 62 | time (s): 46.13 | final validation loss: 0.3994005
run131 | epochs: 51 | time (s): 38.81 | final validation loss: 0.4041603
run132 | epochs: 28 | time (s): 26.21 | final validation loss: 0.3850742
run133 | epochs: 22 | time (s): 18.91 | final validation loss: 0.3928064
run134 | epochs: 13 | time (s): 10.41 | final validation loss: 0.3721612
run135 | epochs: 10 | time (s): 7.69 | final validation loss: 0.3660498
run136 | epochs: 8 | time (s): 6.99 | final validation loss: 0.3554676
run137 | epochs: 6 | time (s): 6.34 | final validation loss: 0.3531510
run138 | epochs: 5 | time (s): 5.17 | final validation loss: 0.3564430
run139 | epochs: 4 | time (s): 5.45 | final validation loss: 0.3566095
run140 | epochs: 66 | time (s): 58.16 | final validation loss: 0.4280813
run141 | epochs: 50 | time (s): 45.62 | final validation loss: 0.4238034
run142 | epochs: 42 | time (s): 36.45 | final validation loss: 0.4182746
run143 | epochs: 29 | time (s): 26.08 | final validation loss: 0.4078347
run144 | epochs: 16 | time (s): 14.91 | final validation loss: 0.3800906
run145 | epochs: 14 | time (s): 14.94 | final validation loss: 0.3859457
run146 | epochs: 7 | time (s): 6.87 | final validation loss: 0.3655064
run147 | epochs: 5 | time (s): 4.88 | final validation loss: 0.3620276
run148 | epochs: 5 | time (s): 6.04 | final validation loss: 0.3612566
run149 | epochs: 4 | time (s): 6.26 | final validation loss: 0.3683947
run150 | epochs: 62 | time (s): 45.71 | final validation loss: 0.3987108
run151 | epochs: 37 | time (s): 26.09 | final validation loss: 0.4141785
run152 | epochs: 24 | time (s): 18.73 | final validation loss: 0.3808955
run153 | epochs: 25 | time (s): 17.61 | final validation loss: 0.3726809
run154 | epochs: 18 | time (s): 12.98 | final validation loss: 0.3693622
run155 | epochs: 16 | time (s): 12.87 | final validation loss: 0.3595911
run156 | epochs: 13 | time (s): 9.69 | final validation loss: 0.3539427
run157 | epochs: 8 | time (s): 6.51 | final validation loss: 0.3610867
run158 | epochs: 9 | time (s): 8.30 | final validation loss: 0.3527624
run159 | epochs: 9 | time (s): 10.24 | final validation loss: 0.3586272
run160 | epochs: 70 | time (s): 54.86 | final validation loss: 0.4267198
run161 | epochs: 51 | time (s): 42.86 | final validation loss: 0.4119164
run162 | epochs: 28 | time (s): 21.50 | final validation loss: 0.3932904
run163 | epochs: 22 | time (s): 17.75 | final validation loss: 0.3852099
run164 | epochs: 13 | time (s): 10.34 | final validation loss: 0.3739465
run165 | epochs: 10 | time (s): 8.92 | final validation loss: 0.3697365
run166 | epochs: 8 | time (s): 7.29 | final validation loss: 0.3613498
run167 | epochs: 6 | time (s): 5.62 | final validation loss: 0.3555967
run168 | epochs: 5 | time (s): 5.82 | final validation loss: 0.3529270
run169 | epochs: 4 | time (s): 5.32 | final validation loss: 0.3582324
run170 | epochs: 66 | time (s): 58.70 | final validation loss: 0.4315010
run171 | epochs: 50 | time (s): 47.75 | final validation loss: 0.4177812
run172 | epochs: 44 | time (s): 39.15 | final validation loss: 0.4529234
run173 | epochs: 35 | time (s): 31.75 | final validation loss: 0.4500114
run174 | epochs: 16 | time (s): 14.06 | final validation loss: 0.3922157
run175 | epochs: 14 | time (s): 12.71 | final validation loss: 0.3923686
run176 | epochs: 7 | time (s): 6.28 | final validation loss: 0.3650491
run177 | epochs: 5 | time (s): 4.76 | final validation loss: 0.3593699
run178 | epochs: 5 | time (s): 5.78 | final validation loss: 0.3627305
run179 | epochs: 4 | time (s): 6.08 | final validation loss: 0.3607256
run180 | epochs: 60 | time (s): 40.33 | final validation loss: 0.4032771
run181 | epochs: 33 | time (s): 22.68 | final validation loss: 0.3916078
run182 | epochs: 24 | time (s): 16.54 | final validation loss: 0.3818597
run183 | epochs: 25 | time (s): 17.29 | final validation loss: 0.3687611
run184 | epochs: 18 | time (s): 12.65 | final validation loss: 0.3624164
run185 | epochs: 16 | time (s): 11.63 | final validation loss: 0.3601884
run186 | epochs: 13 | time (s): 9.60 | final validation loss: 0.3546018
run187 | epochs: 8 | time (s): 6.26 | final validation loss: 0.3499786
run188 | epochs: 9 | time (s): 8.39 | final validation loss: 0.3583982
run189 | epochs: 9 | time (s): 11.43 | final validation loss: 0.3549444
run190 | epochs: 53 | time (s): 42.31 | final validation loss: 0.4234489
run191 | epochs: 40 | time (s): 31.37 | final validation loss: 0.4038574
run192 | epochs: 28 | time (s): 22.02 | final validation loss: 0.4231990
run193 | epochs: 22 | time (s): 17.67 | final validation loss: 0.3814723
run194 | epochs: 13 | time (s): 10.26 | final validation loss: 0.3751570
run195 | epochs: 10 | time (s): 7.94 | final validation loss: 0.3660824
run196 | epochs: 8 | time (s): 6.85 | final validation loss: 0.3558687
run197 | epochs: 6 | time (s): 5.60 | final validation loss: 0.3571757
run198 | epochs: 5 | time (s): 5.39 | final validation loss: 0.3595356
run199 | epochs: 4 | time (s): 5.80 | final validation loss: 0.3525959
run200 | epochs: 66 | time (s): 59.33 | final validation loss: 0.4250964
run201 | epochs: 50 | time (s): 48.16 | final validation loss: 0.4400079
run202 | epochs: 44 | time (s): 40.54 | final validation loss: 0.4274299
run203 | epochs: 32 | time (s): 28.85 | final validation loss: 0.3987289
run204 | epochs: 16 | time (s): 14.29 | final validation loss: 0.3897626
run205 | epochs: 14 | time (s): 13.97 | final validation loss: 0.3916520
run206 | epochs: 7 | time (s): 7.77 | final validation loss: 0.3667735
run207 | epochs: 5 | time (s): 5.36 | final validation loss: 0.3538600
run208 | epochs: 5 | time (s): 5.95 | final validation loss: 0.3640256
run209 | epochs: 4 | time (s): 6.51 | final validation loss: 0.3574315
run210 | epochs: 71 | time (s): 50.47 | final validation loss: 0.4261988
run211 | epochs: 37 | time (s): 26.46 | final validation loss: 0.4201102
run212 | epochs: 24 | time (s): 16.79 | final validation loss: 0.3850684
run213 | epochs: 25 | time (s): 17.41 | final validation loss: 0.3799407
run214 | epochs: 18 | time (s): 12.57 | final validation loss: 0.3689314
run215 | epochs: 16 | time (s): 11.56 | final validation loss: 0.3610399
run216 | epochs: 13 | time (s): 9.70 | final validation loss: 0.3598594
run217 | epochs: 8 | time (s): 6.31 | final validation loss: 0.3514526
run218 | epochs: 9 | time (s): 9.40 | final validation loss: 0.3524986
run219 | epochs: 9 | time (s): 12.67 | final validation loss: 0.3826929
run220 | epochs: 68 | time (s): 54.11 | final validation loss: 0.4149238
run221 | epochs: 51 | time (s): 41.18 | final validation loss: 0.4120482
run222 | epochs: 28 | time (s): 23.79 | final validation loss: 0.3931996
run223 | epochs: 22 | time (s): 17.72 | final validation loss: 0.3876056
run224 | epochs: 13 | time (s): 10.58 | final validation loss: 0.3865808
run225 | epochs: 10 | time (s): 8.08 | final validation loss: 0.3586882
run226 | epochs: 8 | time (s): 6.96 | final validation loss: 0.3653813
run227 | epochs: 6 | time (s): 5.31 | final validation loss: 0.3571709
run228 | epochs: 5 | time (s): 5.32 | final validation loss: 0.3576385
run229 | epochs: 4 | time (s): 6.03 | final validation loss: 0.3528337
run230 | epochs: 66 | time (s): 57.86 | final validation loss: 0.4555220
run231 | epochs: 50 | time (s): 47.21 | final validation loss: 0.5923121
run232 | epochs: 44 | time (s): 40.61 | final validation loss: 0.4458416
run233 | epochs: 27 | time (s): 24.17 | final validation loss: 0.4105818
run234 | epochs: 16 | time (s): 14.96 | final validation loss: 0.3800788
run235 | epochs: 14 | time (s): 13.46 | final validation loss: 0.3875020
run236 | epochs: 7 | time (s): 6.65 | final validation loss: 0.3659441
run237 | epochs: 5 | time (s): 5.07 | final validation loss: 0.3751597
run238 | epochs: 5 | time (s): 6.07 | final validation loss: 0.3597992
run239 | epochs: 4 | time (s): 6.46 | final validation loss: 0.3628450
run240 | epochs: 63 | time (s): 43.71 | final validation loss: 0.4024767
run241 | epochs: 35 | time (s): 25.30 | final validation loss: 0.3923904
run242 | epochs: 24 | time (s): 17.79 | final validation loss: 0.3800931
run243 | epochs: 25 | time (s): 17.91 | final validation loss: 0.3779504
run244 | epochs: 18 | time (s): 13.35 | final validation loss: 0.3644962
run245 | epochs: 16 | time (s): 12.19 | final validation loss: 0.3540406
run246 | epochs: 13 | time (s): 10.80 | final validation loss: 0.3526600
run247 | epochs: 8 | time (s): 6.25 | final validation loss: 0.3530315
run248 | epochs: 9 | time (s): 8.43 | final validation loss: 0.3583756
run249 | epochs: 9 | time (s): 11.28 | final validation loss: 0.3661707
run250 | epochs: 74 | time (s): 58.56 | final validation loss: 0.4087444
run251 | epochs: 51 | time (s): 41.93 | final validation loss: 0.4009168
run252 | epochs: 28 | time (s): 22.55 | final validation loss: 0.4049895
run253 | epochs: 22 | time (s): 17.95 | final validation loss: 0.3771430
run254 | epochs: 13 | time (s): 10.23 | final validation loss: 0.3725457
run255 | epochs: 10 | time (s): 8.10 | final validation loss: 0.3617450
run256 | epochs: 8 | time (s): 6.77 | final validation loss: 0.3581554
run257 | epochs: 6 | time (s): 5.28 | final validation loss: 0.3528652
run258 | epochs: 5 | time (s): 5.19 | final validation loss: 0.3583254
run259 | epochs: 4 | time (s): 5.63 | final validation loss: 0.3494080
run260 | epochs: 58 | time (s): 50.28 | final validation loss: 0.4256024
run261 | epochs: 50 | time (s): 45.53 | final validation loss: 0.4473073
run262 | epochs: 44 | time (s): 39.70 | final validation loss: 0.4267272
run263 | epochs: 35 | time (s): 31.62 | final validation loss: 0.4054991
run264 | epochs: 16 | time (s): 14.51 | final validation loss: 0.3846911
run265 | epochs: 14 | time (s): 12.93 | final validation loss: 0.3872841
run266 | epochs: 7 | time (s): 6.48 | final validation loss: 0.3621542
run267 | epochs: 5 | time (s): 5.10 | final validation loss: 0.3588621
run268 | epochs: 5 | time (s): 5.93 | final validation loss: 0.3647131
run269 | epochs: 4 | time (s): 6.23 | final validation loss: 0.3620060
run270 | epochs: 71 | time (s): 47.87 | final validation loss: 0.4426652
run271 | epochs: 37 | time (s): 26.21 | final validation loss: 0.3935736
run272 | epochs: 24 | time (s): 16.52 | final validation loss: 0.3844735
run273 | epochs: 25 | time (s): 18.73 | final validation loss: 0.3811578
run274 | epochs: 18 | time (s): 12.99 | final validation loss: 0.3664605
run275 | epochs: 16 | time (s): 11.56 | final validation loss: 0.3654041
run276 | epochs: 13 | time (s): 10.38 | final validation loss: 0.3579884
run277 | epochs: 8 | time (s): 6.74 | final validation loss: 0.3514778
run278 | epochs: 9 | time (s): 8.59 | final validation loss: 0.3517516
run279 | epochs: 9 | time (s): 11.33 | final validation loss: 0.3510357
run280 | epochs: 74 | time (s): 55.71 | final validation loss: 0.4246848
run281 | epochs: 51 | time (s): 36.99 | final validation loss: 0.4230555
run282 | epochs: 28 | time (s): 20.26 | final validation loss: 0.4221052
run283 | epochs: 22 | time (s): 15.80 | final validation loss: 0.3813593
run284 | epochs: 13 | time (s): 12.28 | final validation loss: 0.3813740
run285 | epochs: 10 | time (s): 9.18 | final validation loss: 0.3637117
run286 | epochs: 8 | time (s): 7.80 | final validation loss: 0.3582628
run287 | epochs: 6 | time (s): 5.96 | final validation loss: 0.3525546
run288 | epochs: 5 | time (s): 5.43 | final validation loss: 0.3505175
run289 | epochs: 4 | time (s): 5.74 | final validation loss: 0.3591856
run290 | epochs: 66 | time (s): 57.22 | final validation loss: 0.4010081
run291 | epochs: 50 | time (s): 43.52 | final validation loss: 0.4690241
run292 | epochs: 40 | time (s): 35.49 | final validation loss: 0.4175721
run293 | epochs: 31 | time (s): 27.44 | final validation loss: 0.4134668
run294 | epochs: 16 | time (s): 13.98 | final validation loss: 0.3836025
run295 | epochs: 14 | time (s): 12.70 | final validation loss: 0.3898209
run296 | epochs: 7 | time (s): 6.89 | final validation loss: 0.3708022
run297 | epochs: 5 | time (s): 5.19 | final validation loss: 0.3593393
run298 | epochs: 5 | time (s): 6.05 | final validation loss: 0.3598212
run299 | epochs: 4 | time (s): 6.44 | final validation loss: 0.3558634
run300 | epochs: 301 | time (s): 281.42 | final validation loss: 0.3717746
run301 | epochs: 301 | time (s): 244.38 | final validation loss: 0.3679323
run302 | epochs: 301 | time (s): 259.86 | final validation loss: 0.3750903
run303 | epochs: 301 | time (s): 253.87 | final validation loss: 0.3827088
run304 | epochs: 301 | time (s): 290.47 | final validation loss: 0.3647123
run305 | epochs: 301 | time (s): 352.49 | final validation loss: 0.3813775
run306 | epochs: 301 | time (s): 366.43 | final validation loss: 0.3739268
run307 | epochs: 301 | time (s): 363.53 | final validation loss: 0.3676218
run308 | epochs: 301 | time (s): 351.80 | final validation loss: 0.3702067
run309 | epochs: 301 | time (s): 346.62 | final validation loss: 0.3669727
