run000 | epochs: 301 | time (s): 265.59 | final validation loss: 0.4883030
run220 | epochs: 301 | time (s): 297.25 | final validation loss: 0.4324957
run221 | epochs: 301 | time (s): 298.90 | final validation loss: 0.4368094
run222 | epochs: 301 | time (s): 296.39 | final validation loss: 0.4278375
run223 | epochs: 301 | time (s): 295.19 | final validation loss: 0.4324589
run224 | epochs: 301 | time (s): 297.06 | final validation loss: 0.4285580
run225 | epochs: 301 | time (s): 297.41 | final validation loss: 0.4275579
run226 | epochs: 301 | time (s): 299.38 | final validation loss: 0.4316079
run227 | epochs: 301 | time (s): 298.06 | final validation loss: 0.4158460
run228 | epochs: 301 | time (s): 295.65 | final validation loss: 0.4150298
run229 | epochs: 301 | time (s): 297.18 | final validation loss: 0.4188483
run230 | epochs: 301 | time (s): 296.20 | final validation loss: 0.4174643
run231 | epochs: 301 | time (s): 298.80 | final validation loss: 0.3679770
run232 | epochs: 301 | time (s): 298.76 | final validation loss: 0.3655029
run233 | epochs: 301 | time (s): 299.19 | final validation loss: 0.3675946
run234 | epochs: 301 | time (s): 298.23 | final validation loss: 0.3675302
run235 | epochs: 301 | time (s): 295.71 | final validation loss: 0.4505719
run236 | epochs: 301 | time (s): 298.72 | final validation loss: 0.4497102
run237 | epochs: 301 | time (s): 297.25 | final validation loss: 0.4528442
run238 | epochs: 301 | time (s): 298.20 | final validation loss: 0.4511802
run239 | epochs: 301 | time (s): 297.71 | final validation loss: 0.4395879
run240 | epochs: 301 | time (s): 295.95 | final validation loss: 0.4363791
run241 | epochs: 301 | time (s): 297.45 | final validation loss: 0.4340843
run242 | epochs: 301 | time (s): 295.70 | final validation loss: 0.4277583
run243 | epochs: 301 | time (s): 298.79 | final validation loss: 0.4301118
run244 | epochs: 301 | time (s): 297.28 | final validation loss: 0.4213490
run245 | epochs: 301 | time (s): 300.93 | final validation loss: 0.4350329
run246 | epochs: 301 | time (s): 294.23 | final validation loss: 0.4287811
run247 | epochs: 301 | time (s): 300.10 | final validation loss: 0.4118270
run248 | epochs: 301 | time (s): 295.78 | final validation loss: 0.4106553
run249 | epochs: 301 | time (s): 297.66 | final validation loss: 0.4124309
run250 | epochs: 301 | time (s): 299.60 | final validation loss: 0.4217340
run251 | epochs: 301 | time (s): 294.77 | final validation loss: 0.3811571
run252 | epochs: 301 | time (s): 298.53 | final validation loss: 0.3738374
run253 | epochs: 301 | time (s): 298.60 | final validation loss: 0.3805979
run254 | epochs: 301 | time (s): 296.29 | final validation loss: 0.3781466
run255 | epochs: 301 | time (s): 299.66 | final validation loss: 0.4212430
run256 | epochs: 301 | time (s): 298.25 | final validation loss: 0.4209765
run257 | epochs: 301 | time (s): 299.20 | final validation loss: 0.4206983
run258 | epochs: 301 | time (s): 295.62 | final validation loss: 0.4225167
run259 | epochs: 301 | time (s): 298.96 | final validation loss: 0.4344676
run260 | epochs: 301 | time (s): 295.44 | final validation loss: 0.4300618
run261 | epochs: 301 | time (s): 299.46 | final validation loss: 0.4256339
run262 | epochs: 301 | time (s): 296.96 | final validation loss: 0.4445984
run263 | epochs: 301 | time (s): 299.41 | final validation loss: 0.4259464
run264 | epochs: 301 | time (s): 296.55 | final validation loss: 0.4246644
run265 | epochs: 301 | time (s): 297.61 | final validation loss: 0.4339698
run266 | epochs: 301 | time (s): 298.92 | final validation loss: 0.4330902
run267 | epochs: 301 | time (s): 297.48 | final validation loss: 0.4151185
run268 | epochs: 301 | time (s): 297.51 | final validation loss: 0.4083377
run269 | epochs: 301 | time (s): 296.61 | final validation loss: 0.4093045
run270 | epochs: 301 | time (s): 293.92 | final validation loss: 0.4203420
run271 | epochs: 301 | time (s): 292.28 | final validation loss: 0.3750931
run272 | epochs: 301 | time (s): 292.43 | final validation loss: 0.3664637
run273 | epochs: 301 | time (s): 294.86 | final validation loss: 0.3719074
run274 | epochs: 301 | time (s): 291.30 | final validation loss: 0.3806170
run275 | epochs: 301 | time (s): 292.78 | final validation loss: 0.4196985
run276 | epochs: 301 | time (s): 294.49 | final validation loss: 0.4217497
run277 | epochs: 301 | time (s): 292.87 | final validation loss: 0.4196918
run278 | epochs: 301 | time (s): 295.18 | final validation loss: 0.4182386
run279 | epochs: 601 | time (s): 486.30 | final validation loss: 0.4957236
run280 | epochs: 601 | time (s): 487.59 | final validation loss: 0.4785335
run281 | epochs: 601 | time (s): 487.00 | final validation loss: 0.4850428
run282 | epochs: 601 | time (s): 527.31 | final validation loss: 0.4748322
run283 | epochs: 601 | time (s): 524.59 | final validation loss: 0.5337029
run284 | epochs: 601 | time (s): 524.85 | final validation loss: 0.5201874
run285 | epochs: 601 | time (s): 574.42 | final validation loss: 0.4483457
run286 | epochs: 601 | time (s): 576.57 | final validation loss: 0.4829961
run287 | epochs: 601 | time (s): 572.28 | final validation loss: 0.4661296
run288 | epochs: 1001 | time (s): 982.30 | final validation loss: 0.4036570
run289 | epochs: 301 | time (s): 273.53 | final validation loss: 0.3659791
run290 | epochs: 301 | time (s): 269.69 | final validation loss: 0.3689678
run291 | epochs: 301 | time (s): 270.96 | final validation loss: 0.5311460
run292 | epochs: 301 | time (s): 272.30 | final validation loss: 0.5924033
run293 | epochs: 301 | time (s): 211.49 | final validation loss: 0.3852937
run294 | epochs: 301 | time (s): 269.79 | final validation loss: 0.3685702
run295 | epochs: 301 | time (s): 266.01 | final validation loss: 0.5498874
