run000 | epochs: 72 | time (s): 39.06 | final validation loss: 0.3870396
run063 | epochs: 15 | time (s): 11.06 | final validation loss: 0.3708398
run064 | epochs: 12 | time (s): 8.31 | final validation loss: 0.3661321
run065 | epochs: 11 | time (s): 8.94 | final validation loss: 0.3684597
run066 | epochs: 8 | time (s): 6.00 | final validation loss: 0.3680834
run067 | epochs: 7 | time (s): 5.35 | final validation loss: 0.3901772
run068 | epochs: 7 | time (s): 6.77 | final validation loss: 0.3648293
run069 | epochs: 6 | time (s): 7.00 | final validation loss: 0.3614113
run070 | epochs: 49 | time (s): 41.40 | final validation loss: 0.4406558
run071 | epochs: 53 | time (s): 44.22 | final validation loss: 0.4496074
run072 | epochs: 26 | time (s): 21.75 | final validation loss: 0.4532524
run073 | epochs: 19 | time (s): 15.67 | final validation loss: 0.4515941
run074 | epochs: 12 | time (s): 10.64 | final validation loss: 0.4287800
run075 | epochs: 10 | time (s): 8.75 | final validation loss: 0.4009648
run076 | epochs: 6 | time (s): 4.84 | final validation loss: 0.3736455
run077 | epochs: 5 | time (s): 4.82 | final validation loss: 0.3637373
run078 | epochs: 5 | time (s): 5.56 | final validation loss: 0.3616630
run079 | epochs: 4 | time (s): 5.84 | final validation loss: 0.3991660
run080 | epochs: 77 | time (s): 65.58 | final validation loss: 0.3936367
run081 | epochs: 48 | time (s): 45.81 | final validation loss: 0.5309380
run082 | epochs: 41 | time (s): 36.64 | final validation loss: 0.4364347
run083 | epochs: 29 | time (s): 25.56 | final validation loss: 0.4196198
run084 | epochs: 17 | time (s): 16.15 | final validation loss: 0.3960844
run085 | epochs: 12 | time (s): 10.94 | final validation loss: 0.3909664
run086 | epochs: 8 | time (s): 6.95 | final validation loss: 0.4407436
run087 | epochs: 6 | time (s): 6.07 | final validation loss: 0.3746773
run088 | epochs: 3 | time (s): 3.35 | final validation loss: 0.3941285
run089 | epochs: 4 | time (s): 7.37 | final validation loss: 0.3839057
run090 | epochs: 72 | time (s): 51.26 | final validation loss: 0.4149551
run091 | epochs: 46 | time (s): 32.61 | final validation loss: 0.4295328
run092 | epochs: 21 | time (s): 15.41 | final validation loss: 0.3772111
run093 | epochs: 15 | time (s): 10.80 | final validation loss: 0.3999965
run094 | epochs: 12 | time (s): 9.79 | final validation loss: 0.3670751
run095 | epochs: 11 | time (s): 9.15 | final validation loss: 0.3656581
run096 | epochs: 8 | time (s): 5.54 | final validation loss: 0.3672824
run097 | epochs: 7 | time (s): 5.20 | final validation loss: 0.3610827
run098 | epochs: 7 | time (s): 7.02 | final validation loss: 0.3658020
run099 | epochs: 6 | time (s): 8.43 | final validation loss: 0.3621504
run100 | epochs: 49 | time (s): 37.98 | final validation loss: 0.4384965
run101 | epochs: 50 | time (s): 43.95 | final validation loss: 0.4088432
run102 | epochs: 26 | time (s): 23.85 | final validation loss: 0.5136894
run103 | epochs: 19 | time (s): 17.10 | final validation loss: 0.3870394
run104 | epochs: 12 | time (s): 10.98 | final validation loss: 0.3762529
run105 | epochs: 10 | time (s): 9.69 | final validation loss: 0.3717172
run106 | epochs: 6 | time (s): 4.89 | final validation loss: 0.5404868
run107 | epochs: 5 | time (s): 5.49 | final validation loss: 0.3630420
run108 | epochs: 5 | time (s): 6.49 | final validation loss: 0.3681578
run109 | epochs: 4 | time (s): 6.07 | final validation loss: 0.3872804
run110 | epochs: 45 | time (s): 43.74 | final validation loss: 0.4965953
run111 | epochs: 56 | time (s): 54.34 | final validation loss: 0.4262438
run112 | epochs: 41 | time (s): 40.29 | final validation loss: 0.5873336
run113 | epochs: 28 | time (s): 27.50 | final validation loss: 0.5912069
run114 | epochs: 17 | time (s): 15.26 | final validation loss: 0.3920555
run115 | epochs: 12 | time (s): 11.06 | final validation loss: 0.3961991
run116 | epochs: 8 | time (s): 7.56 | final validation loss: 0.4604779
run117 | epochs: 6 | time (s): 6.14 | final validation loss: 0.3687923
run118 | epochs: 3 | time (s): 3.60 | final validation loss: 0.3703093
run119 | epochs: 4 | time (s): 6.24 | final validation loss: 0.3769082
run120 | epochs: 61 | time (s): 42.91 | final validation loss: 0.3915567
run121 | epochs: 46 | time (s): 32.33 | final validation loss: 0.3891164
run122 | epochs: 21 | time (s): 15.00 | final validation loss: 0.3754255
run123 | epochs: 15 | time (s): 10.76 | final validation loss: 0.3705105
run124 | epochs: 12 | time (s): 8.37 | final validation loss: 0.3657329
run125 | epochs: 11 | time (s): 8.15 | final validation loss: 0.3638085
run126 | epochs: 8 | time (s): 5.82 | final validation loss: 0.3654813
run127 | epochs: 7 | time (s): 5.30 | final validation loss: 0.3606178
run128 | epochs: 7 | time (s): 6.33 | final validation loss: 0.3608353
run129 | epochs: 6 | time (s): 7.20 | final validation loss: 0.3611974
run130 | epochs: 49 | time (s): 37.00 | final validation loss: 0.3879628
run131 | epochs: 53 | time (s): 42.86 | final validation loss: 0.4154748
run132 | epochs: 26 | time (s): 18.91 | final validation loss: 0.3948949
run133 | epochs: 19 | time (s): 13.85 | final validation loss: 0.3988002
run134 | epochs: 12 | time (s): 8.56 | final validation loss: 0.3729875
run135 | epochs: 10 | time (s): 7.57 | final validation loss: 0.3703574
run136 | epochs: 6 | time (s): 4.62 | final validation loss: 0.3973782
run137 | epochs: 5 | time (s): 4.17 | final validation loss: 0.3629760
run138 | epochs: 5 | time (s): 4.86 | final validation loss: 0.3701840
run139 | epochs: 4 | time (s): 5.19 | final validation loss: 0.3879580
run140 | epochs: 68 | time (s): 56.67 | final validation loss: 0.3976482
run141 | epochs: 56 | time (s): 45.12 | final validation loss: 0.4374716
run142 | epochs: 37 | time (s): 30.02 | final validation loss: 0.4281181
run143 | epochs: 32 | time (s): 25.73 | final validation loss: 0.4378024
run144 | epochs: 17 | time (s): 14.44 | final validation loss: 0.4063222
run145 | epochs: 12 | time (s): 10.75 | final validation loss: 0.4014107
run146 | epochs: 8 | time (s): 6.86 | final validation loss: 0.4372938
run147 | epochs: 6 | time (s): 5.54 | final validation loss: 0.3732069
run148 | epochs: 3 | time (s): 3.02 | final validation loss: 0.3807117
run149 | epochs: 4 | time (s): 5.70 | final validation loss: 0.3896276
run150 | epochs: 58 | time (s): 36.48 | final validation loss: 0.3892333
run151 | epochs: 46 | time (s): 30.00 | final validation loss: 0.4122252
run152 | epochs: 21 | time (s): 13.75 | final validation loss: 0.3947098
run153 | epochs: 15 | time (s): 9.78 | final validation loss: 0.3892501
run154 | epochs: 12 | time (s): 9.25 | final validation loss: 0.3686339
run155 | epochs: 11 | time (s): 7.35 | final validation loss: 0.3737619
run156 | epochs: 8 | time (s): 5.55 | final validation loss: 0.3641933
run157 | epochs: 7 | time (s): 5.16 | final validation loss: 0.3656370
run158 | epochs: 7 | time (s): 6.06 | final validation loss: 0.3609801
run159 | epochs: 6 | time (s): 6.93 | final validation loss: 0.3600169
run160 | epochs: 49 | time (s): 35.37 | final validation loss: 0.4104004
run161 | epochs: 51 | time (s): 37.63 | final validation loss: 0.4024951
run162 | epochs: 26 | time (s): 19.40 | final validation loss: 0.3988380
run163 | epochs: 19 | time (s): 14.22 | final validation loss: 0.3838590
run164 | epochs: 12 | time (s): 9.08 | final validation loss: 0.3978049
run165 | epochs: 10 | time (s): 7.45 | final validation loss: 0.3693115
run166 | epochs: 6 | time (s): 4.81 | final validation loss: 0.4084434
run167 | epochs: 5 | time (s): 4.15 | final validation loss: 0.3626627
run168 | epochs: 5 | time (s): 4.99 | final validation loss: 0.3647410
run169 | epochs: 4 | time (s): 5.40 | final validation loss: 0.3695135
run170 | epochs: 56 | time (s): 44.94 | final validation loss: 0.4036414
run171 | epochs: 54 | time (s): 43.13 | final validation loss: 0.4162912
run172 | epochs: 41 | time (s): 34.25 | final validation loss: 0.4437845
run173 | epochs: 40 | time (s): 32.90 | final validation loss: 0.4491873
run174 | epochs: 17 | time (s): 14.11 | final validation loss: 0.3959373
run175 | epochs: 12 | time (s): 10.23 | final validation loss: 0.4436824
run176 | epochs: 8 | time (s): 6.90 | final validation loss: 0.3827940
run177 | epochs: 6 | time (s): 5.57 | final validation loss: 0.3712473
run178 | epochs: 3 | time (s): 3.37 | final validation loss: 0.4966796
run179 | epochs: 4 | time (s): 6.39 | final validation loss: 0.4669176
run180 | epochs: 50 | time (s): 32.29 | final validation loss: 0.3905392
run181 | epochs: 37 | time (s): 24.44 | final validation loss: 0.3865481
run182 | epochs: 21 | time (s): 16.11 | final validation loss: 0.3798953
run183 | epochs: 15 | time (s): 9.89 | final validation loss: 0.3672603
run184 | epochs: 12 | time (s): 7.82 | final validation loss: 0.3674111
run185 | epochs: 11 | time (s): 7.21 | final validation loss: 0.3666956
run186 | epochs: 8 | time (s): 5.51 | final validation loss: 0.3615714
run187 | epochs: 7 | time (s): 5.01 | final validation loss: 0.3621938
run188 | epochs: 7 | time (s): 5.83 | final validation loss: 0.3610649
run189 | epochs: 6 | time (s): 6.63 | final validation loss: 0.3625126
run190 | epochs: 49 | time (s): 37.33 | final validation loss: 0.4120142
run191 | epochs: 47 | time (s): 35.16 | final validation loss: 0.4043873
run192 | epochs: 26 | time (s): 18.84 | final validation loss: 0.4170128
run193 | epochs: 19 | time (s): 13.74 | final validation loss: 0.3802863
run194 | epochs: 12 | time (s): 8.53 | final validation loss: 0.3732020
run195 | epochs: 10 | time (s): 7.29 | final validation loss: 0.3712788
run196 | epochs: 6 | time (s): 4.61 | final validation loss: 0.3940867
run197 | epochs: 5 | time (s): 4.06 | final validation loss: 0.3758512
run198 | epochs: 5 | time (s): 4.79 | final validation loss: 0.4062889
run199 | epochs: 4 | time (s): 5.14 | final validation loss: 0.3685867
run200 | epochs: 72 | time (s): 56.16 | final validation loss: 0.4058066
run201 | epochs: 56 | time (s): 45.36 | final validation loss: 0.4247888
run202 | epochs: 41 | time (s): 33.71 | final validation loss: 0.4238640
run203 | epochs: 33 | time (s): 27.67 | final validation loss: 0.4075776
run204 | epochs: 17 | time (s): 14.11 | final validation loss: 0.4082986
run205 | epochs: 12 | time (s): 10.16 | final validation loss: 0.3913334
run206 | epochs: 8 | time (s): 7.01 | final validation loss: 0.3808381
run207 | epochs: 6 | time (s): 5.57 | final validation loss: 0.4101344
run208 | epochs: 3 | time (s): 3.13 | final validation loss: 0.3714242
run209 | epochs: 4 | time (s): 5.81 | final validation loss: 0.3684720
run210 | epochs: 57 | time (s): 35.87 | final validation loss: 0.4171207
run211 | epochs: 46 | time (s): 29.70 | final validation loss: 0.4106567
run212 | epochs: 21 | time (s): 13.50 | final validation loss: 0.3830855
run213 | epochs: 15 | time (s): 9.91 | final validation loss: 0.3697934
run214 | epochs: 12 | time (s): 7.75 | final validation loss: 0.3660649
run215 | epochs: 11 | time (s): 7.45 | final validation loss: 0.3647237
run216 | epochs: 8 | time (s): 5.52 | final validation loss: 0.3814043
run217 | epochs: 7 | time (s): 5.20 | final validation loss: 0.3593279
run218 | epochs: 7 | time (s): 6.04 | final validation loss: 0.3615162
run219 | epochs: 6 | time (s): 6.91 | final validation loss: 0.3625044
run220 | epochs: 42 | time (s): 30.40 | final validation loss: 0.4583303
run221 | epochs: 46 | time (s): 34.15 | final validation loss: 0.4396407
run222 | epochs: 26 | time (s): 19.41 | final validation loss: 0.3976608
run223 | epochs: 19 | time (s): 14.13 | final validation loss: 0.3848821
run224 | epochs: 12 | time (s): 8.79 | final validation loss: 0.4066389
run225 | epochs: 10 | time (s): 8.10 | final validation loss: 0.3668184
run226 | epochs: 6 | time (s): 4.45 | final validation loss: 0.3642729
run227 | epochs: 5 | time (s): 3.99 | final validation loss: 0.3656544
run228 | epochs: 5 | time (s): 4.78 | final validation loss: 0.4142371
run229 | epochs: 4 | time (s): 5.17 | final validation loss: 0.5640752
run230 | epochs: 90 | time (s): 71.82 | final validation loss: 0.5922640
run231 | epochs: 56 | time (s): 43.85 | final validation loss: 0.5922728
run232 | epochs: 41 | time (s): 31.19 | final validation loss: 0.4451341
run233 | epochs: 29 | time (s): 22.12 | final validation loss: 0.3992565
run234 | epochs: 17 | time (s): 12.69 | final validation loss: 0.4365564
run235 | epochs: 12 | time (s): 9.16 | final validation loss: 0.4030823
run236 | epochs: 8 | time (s): 6.08 | final validation loss: 0.4442574
run237 | epochs: 6 | time (s): 4.99 | final validation loss: 0.3841265
run238 | epochs: 3 | time (s): 2.72 | final validation loss: 0.3740994
run239 | epochs: 4 | time (s): 5.30 | final validation loss: 0.6360513
run240 | epochs: 70 | time (s): 40.06 | final validation loss: 0.3936363
run241 | epochs: 37 | time (s): 21.69 | final validation loss: 0.3858047
run242 | epochs: 21 | time (s): 12.37 | final validation loss: 0.3747712
run243 | epochs: 15 | time (s): 8.81 | final validation loss: 0.3688871
run244 | epochs: 12 | time (s): 6.97 | final validation loss: 0.3690541
run245 | epochs: 11 | time (s): 6.55 | final validation loss: 0.3669173
run246 | epochs: 8 | time (s): 4.89 | final validation loss: 0.3699315
run247 | epochs: 7 | time (s): 4.59 | final validation loss: 0.3622737
run248 | epochs: 7 | time (s): 5.70 | final validation loss: 0.3729283
run249 | epochs: 6 | time (s): 6.15 | final validation loss: 0.3619821
run250 | epochs: 49 | time (s): 31.89 | final validation loss: 0.4341165
run251 | epochs: 47 | time (s): 31.54 | final validation loss: 0.4005291
run252 | epochs: 26 | time (s): 17.40 | final validation loss: 0.4040577
run253 | epochs: 19 | time (s): 12.77 | final validation loss: 0.3788887
run254 | epochs: 12 | time (s): 7.89 | final validation loss: 0.3886396
run255 | epochs: 10 | time (s): 6.85 | final validation loss: 0.3845528
run256 | epochs: 6 | time (s): 4.19 | final validation loss: 0.3986217
run257 | epochs: 5 | time (s): 3.78 | final validation loss: 0.3660235
run258 | epochs: 5 | time (s): 4.52 | final validation loss: 0.4091725
run259 | epochs: 4 | time (s): 4.77 | final validation loss: 0.3652426
run260 | epochs: 73 | time (s): 53.45 | final validation loss: 0.4285492
run261 | epochs: 56 | time (s): 42.09 | final validation loss: 0.4545577
run262 | epochs: 41 | time (s): 32.10 | final validation loss: 0.4322908
run263 | epochs: 31 | time (s): 23.62 | final validation loss: 0.4069625
run264 | epochs: 17 | time (s): 13.32 | final validation loss: 0.4031725
run265 | epochs: 12 | time (s): 9.09 | final validation loss: 0.4528041
run266 | epochs: 8 | time (s): 6.18 | final validation loss: 0.3778874
run267 | epochs: 6 | time (s): 4.96 | final validation loss: 0.3724011
run268 | epochs: 3 | time (s): 2.72 | final validation loss: 0.5639817
run269 | epochs: 4 | time (s): 5.24 | final validation loss: 0.4932566
run270 | epochs: 72 | time (s): 41.26 | final validation loss: 0.4140908
run271 | epochs: 46 | time (s): 26.97 | final validation loss: 0.3832539
run272 | epochs: 21 | time (s): 12.56 | final validation loss: 0.3813376
run273 | epochs: 15 | time (s): 8.80 | final validation loss: 0.3787710
run274 | epochs: 12 | time (s): 7.10 | final validation loss: 0.3697843
run275 | epochs: 11 | time (s): 6.63 | final validation loss: 0.3659382
run276 | epochs: 8 | time (s): 4.88 | final validation loss: 0.3756395
run277 | epochs: 7 | time (s): 4.65 | final validation loss: 0.3775136
run278 | epochs: 7 | time (s): 5.42 | final validation loss: 0.3647998
run279 | epochs: 6 | time (s): 6.28 | final validation loss: 0.3613335
run280 | epochs: 49 | time (s): 31.87 | final validation loss: 0.4269688
run281 | epochs: 53 | time (s): 35.54 | final validation loss: 0.4244139
run282 | epochs: 26 | time (s): 17.36 | final validation loss: 0.4727594
run283 | epochs: 19 | time (s): 12.89 | final validation loss: 0.3884715
run284 | epochs: 12 | time (s): 8.00 | final validation loss: 0.3749975
run285 | epochs: 10 | time (s): 6.88 | final validation loss: 0.3720744
run286 | epochs: 6 | time (s): 4.14 | final validation loss: 0.3694322
run287 | epochs: 5 | time (s): 3.63 | final validation loss: 0.3654218
run288 | epochs: 5 | time (s): 4.47 | final validation loss: 0.4889885
run289 | epochs: 4 | time (s): 4.79 | final validation loss: 0.3920342
run290 | epochs: 64 | time (s): 46.33 | final validation loss: 0.5249204
run291 | epochs: 56 | time (s): 41.75 | final validation loss: 0.4462957
run292 | epochs: 40 | time (s): 30.14 | final validation loss: 0.4266094
run293 | epochs: 30 | time (s): 22.76 | final validation loss: 0.4178083
run294 | epochs: 17 | time (s): 12.73 | final validation loss: 0.4027195
run295 | epochs: 12 | time (s): 9.20 | final validation loss: 0.3865661
run296 | epochs: 8 | time (s): 6.19 | final validation loss: 0.3837996
run297 | epochs: 6 | time (s): 4.87 | final validation loss: 0.4393367
run298 | epochs: 3 | time (s): 2.75 | final validation loss: 0.4510001
run299 | epochs: 4 | time (s): 5.21 | final validation loss: 0.3746165
run300 | epochs: 301 | time (s): 222.55 | final validation loss: 0.3919634
run301 | epochs: 301 | time (s): 222.18 | final validation loss: 0.3912350
run302 | epochs: 301 | time (s): 223.65 | final validation loss: 0.3852902
run303 | epochs: 301 | time (s): 221.05 | final validation loss: 0.3824886
run304 | epochs: 301 | time (s): 230.89 | final validation loss: 0.3991274
run305 | epochs: 301 | time (s): 237.20 | final validation loss: 0.3806857
run306 | epochs: 301 | time (s): 239.20 | final validation loss: 0.3997678
run307 | epochs: 301 | time (s): 234.66 | final validation loss: 0.3897151
run308 | epochs: 301 | time (s): 233.84 | final validation loss: 0.3889994
run309 | epochs: 301 | time (s): 240.69 | final validation loss: 0.3924951
