run000 | epochs: 61 | time (s): 56.72 | final validation loss: 0.3997147
run054 | epochs: 28 | time (s): 28.69 | final validation loss: 0.4193954
run055 | epochs: 19 | time (s): 19.17 | final validation loss: 0.4194690
run056 | epochs: 18 | time (s): 18.11 | final validation loss: 0.4290772
run057 | epochs: 15 | time (s): 14.78 | final validation loss: 0.4220141
run058 | epochs: 14 | time (s): 14.19 | final validation loss: 0.4225585
run059 | epochs: 13 | time (s): 13.21 | final validation loss: 0.3936775
run060 | epochs: 97 | time (s): 82.45 | final validation loss: 0.4244883
run061 | epochs: 38 | time (s): 32.73 | final validation loss: 0.3931082
run062 | epochs: 33 | time (s): 28.29 | final validation loss: 0.3820859
run063 | epochs: 25 | time (s): 21.57 | final validation loss: 0.3828309
run064 | epochs: 25 | time (s): 21.70 | final validation loss: 0.3699431
run065 | epochs: 22 | time (s): 19.28 | final validation loss: 0.3680396
run066 | epochs: 21 | time (s): 18.80 | final validation loss: 0.3704723
run067 | epochs: 19 | time (s): 16.56 | final validation loss: 0.3690400
run068 | epochs: 19 | time (s): 17.04 | final validation loss: 0.3856962
run069 | epochs: 18 | time (s): 16.10 | final validation loss: 0.3694038
run070 | epochs: 82 | time (s): 78.39 | final validation loss: 0.4208093
run071 | epochs: 78 | time (s): 74.21 | final validation loss: 0.4325447
run072 | epochs: 37 | time (s): 35.11 | final validation loss: 0.4257779
run073 | epochs: 28 | time (s): 26.40 | final validation loss: 0.4014145
run074 | epochs: 21 | time (s): 20.40 | final validation loss: 0.3892248
run075 | epochs: 19 | time (s): 18.18 | final validation loss: 0.4130318
run076 | epochs: 17 | time (s): 16.16 | final validation loss: 0.4193848
run077 | epochs: 15 | time (s): 14.52 | final validation loss: 0.3943759
run078 | epochs: 14 | time (s): 13.61 | final validation loss: 0.4050893
run079 | epochs: 13 | time (s): 12.64 | final validation loss: 0.4067743
run080 | epochs: 60 | time (s): 61.07 | final validation loss: 0.3994725
run081 | epochs: 57 | time (s): 58.69 | final validation loss: 0.4069690
run082 | epochs: 44 | time (s): 44.37 | final validation loss: 0.4408321
run083 | epochs: 32 | time (s): 32.70 | final validation loss: 0.4132598
run084 | epochs: 24 | time (s): 24.29 | final validation loss: 0.4158737
run085 | epochs: 18 | time (s): 18.59 | final validation loss: 0.4179302
run086 | epochs: 18 | time (s): 18.38 | final validation loss: 0.4383616
run087 | epochs: 16 | time (s): 16.36 | final validation loss: 0.4388714
run088 | epochs: 14 | time (s): 14.16 | final validation loss: 0.4155123
run089 | epochs: 13 | time (s): 13.54 | final validation loss: 0.3970255
run090 | epochs: 68 | time (s): 59.35 | final validation loss: 0.4284928
run091 | epochs: 64 | time (s): 56.74 | final validation loss: 0.4262886
run092 | epochs: 29 | time (s): 25.28 | final validation loss: 0.3804922
run093 | epochs: 27 | time (s): 23.29 | final validation loss: 0.3772252
run094 | epochs: 26 | time (s): 22.30 | final validation loss: 0.3739082
run095 | epochs: 25 | time (s): 22.05 | final validation loss: 0.3672647
run096 | epochs: 20 | time (s): 17.76 | final validation loss: 0.3755043
run097 | epochs: 18 | time (s): 15.97 | final validation loss: 0.3676692
run098 | epochs: 19 | time (s): 16.60 | final validation loss: 0.4043641
run099 | epochs: 16 | time (s): 14.30 | final validation loss: 0.3729849
run100 | epochs: 93 | time (s): 87.96 | final validation loss: 0.4066740
run101 | epochs: 44 | time (s): 42.07 | final validation loss: 0.4080674
run102 | epochs: 63 | time (s): 61.07 | final validation loss: 0.4307056
run103 | epochs: 26 | time (s): 24.53 | final validation loss: 0.3970653
run104 | epochs: 19 | time (s): 17.55 | final validation loss: 0.3924973
run105 | epochs: 18 | time (s): 17.05 | final validation loss: 0.3950770
run106 | epochs: 17 | time (s): 16.26 | final validation loss: 0.4004765
run107 | epochs: 15 | time (s): 14.22 | final validation loss: 0.4190805
run108 | epochs: 15 | time (s): 14.51 | final validation loss: 0.4034380
run109 | epochs: 14 | time (s): 13.58 | final validation loss: 0.3986597
run110 | epochs: 31 | time (s): 30.94 | final validation loss: 0.4985873
run111 | epochs: 68 | time (s): 69.22 | final validation loss: 0.4331405
run112 | epochs: 98 | time (s): 100.57 | final validation loss: 0.4427273
run113 | epochs: 29 | time (s): 30.84 | final validation loss: 0.3974392
run114 | epochs: 25 | time (s): 25.43 | final validation loss: 0.4032126
run115 | epochs: 20 | time (s): 19.97 | final validation loss: 0.4054727
run116 | epochs: 16 | time (s): 16.33 | final validation loss: 0.4170711
run117 | epochs: 15 | time (s): 15.23 | final validation loss: 0.4230188
run118 | epochs: 13 | time (s): 13.26 | final validation loss: 0.4156566
run119 | epochs: 14 | time (s): 14.52 | final validation loss: 0.3960999
run120 | epochs: 58 | time (s): 50.18 | final validation loss: 0.4000330
run121 | epochs: 52 | time (s): 44.78 | final validation loss: 0.3933197
run122 | epochs: 31 | time (s): 26.71 | final validation loss: 0.3847432
run123 | epochs: 29 | time (s): 25.00 | final validation loss: 0.3804820
run124 | epochs: 26 | time (s): 22.90 | final validation loss: 0.3719243
run125 | epochs: 22 | time (s): 19.33 | final validation loss: 0.3714491
run126 | epochs: 23 | time (s): 20.53 | final validation loss: 0.3706403
run127 | epochs: 18 | time (s): 16.57 | final validation loss: 0.3654636
run128 | epochs: 17 | time (s): 15.86 | final validation loss: 0.3800054
run129 | epochs: 16 | time (s): 14.29 | final validation loss: 0.3717564
run130 | epochs: 62 | time (s): 58.76 | final validation loss: 0.3995646
run131 | epochs: 70 | time (s): 66.85 | final validation loss: 0.3998793
run132 | epochs: 32 | time (s): 30.54 | final validation loss: 0.3964860
run133 | epochs: 30 | time (s): 28.74 | final validation loss: 0.4134618
run134 | epochs: 21 | time (s): 19.80 | final validation loss: 0.3950539
run135 | epochs: 19 | time (s): 18.11 | final validation loss: 0.4019009
run136 | epochs: 17 | time (s): 16.57 | final validation loss: 0.4145915
run137 | epochs: 16 | time (s): 15.44 | final validation loss: 0.4140515
run138 | epochs: 14 | time (s): 13.19 | final validation loss: 0.4062748
run139 | epochs: 13 | time (s): 12.90 | final validation loss: 0.3903017
run140 | epochs: 69 | time (s): 70.83 | final validation loss: 0.4268901
run141 | epochs: 57 | time (s): 57.63 | final validation loss: 0.4230356
run142 | epochs: 42 | time (s): 42.84 | final validation loss: 0.4173764
run143 | epochs: 29 | time (s): 29.69 | final validation loss: 0.4061684
run144 | epochs: 21 | time (s): 21.71 | final validation loss: 0.3977173
run145 | epochs: 23 | time (s): 23.74 | final validation loss: 0.4310146
run146 | epochs: 16 | time (s): 16.32 | final validation loss: 0.4276499
run147 | epochs: 14 | time (s): 14.45 | final validation loss: 0.4140966
run148 | epochs: 15 | time (s): 15.29 | final validation loss: 0.4099933
run149 | epochs: 13 | time (s): 13.76 | final validation loss: 0.4001037
run150 | epochs: 62 | time (s): 53.83 | final validation loss: 0.3986665
run151 | epochs: 53 | time (s): 46.82 | final validation loss: 0.4157090
run152 | epochs: 36 | time (s): 31.27 | final validation loss: 0.3907237
run153 | epochs: 30 | time (s): 26.21 | final validation loss: 0.3787814
run154 | epochs: 26 | time (s): 22.99 | final validation loss: 0.3787497
run155 | epochs: 26 | time (s): 23.23 | final validation loss: 0.3724426
run156 | epochs: 20 | time (s): 18.28 | final validation loss: 0.3639477
run157 | epochs: 20 | time (s): 17.98 | final validation loss: 0.3711560
run158 | epochs: 20 | time (s): 18.01 | final validation loss: 0.3840486
run159 | epochs: 15 | time (s): 13.41 | final validation loss: 0.3608131
run160 | epochs: 60 | time (s): 57.90 | final validation loss: 0.4184576
run161 | epochs: 55 | time (s): 53.60 | final validation loss: 0.4127686
run162 | epochs: 32 | time (s): 30.85 | final validation loss: 0.3993601
run163 | epochs: 31 | time (s): 29.90 | final validation loss: 0.4037891
run164 | epochs: 21 | time (s): 19.98 | final validation loss: 0.3905966
run165 | epochs: 19 | time (s): 18.26 | final validation loss: 0.4183496
run166 | epochs: 17 | time (s): 16.57 | final validation loss: 0.4276199
run167 | epochs: 15 | time (s): 14.84 | final validation loss: 0.4093632
run168 | epochs: 15 | time (s): 14.93 | final validation loss: 0.4029247
run169 | epochs: 13 | time (s): 12.62 | final validation loss: 0.3898170
run170 | epochs: 75 | time (s): 78.30 | final validation loss: 0.4315945
run171 | epochs: 54 | time (s): 56.09 | final validation loss: 0.4179251
run172 | epochs: 58 | time (s): 59.84 | final validation loss: 0.4526532
run173 | epochs: 37 | time (s): 38.47 | final validation loss: 0.4619575
run174 | epochs: 23 | time (s): 23.44 | final validation loss: 0.4142092
run175 | epochs: 18 | time (s): 18.52 | final validation loss: 0.4412779
run176 | epochs: 17 | time (s): 17.73 | final validation loss: 0.4515149
run177 | epochs: 15 | time (s): 15.29 | final validation loss: 0.4205124
run178 | epochs: 15 | time (s): 15.44 | final validation loss: 0.4056370
run179 | epochs: 13 | time (s): 13.20 | final validation loss: 0.3953251
run180 | epochs: 60 | time (s): 52.15 | final validation loss: 0.4031414
run181 | epochs: 33 | time (s): 29.36 | final validation loss: 0.3922433
run182 | epochs: 29 | time (s): 25.50 | final validation loss: 0.3860223
run183 | epochs: 28 | time (s): 24.88 | final validation loss: 0.3696314
run184 | epochs: 24 | time (s): 21.41 | final validation loss: 0.3715408
run185 | epochs: 27 | time (s): 24.42 | final validation loss: 0.3820398
run186 | epochs: 23 | time (s): 21.18 | final validation loss: 0.3703790
run187 | epochs: 18 | time (s): 16.42 | final validation loss: 0.3653078
run188 | epochs: 18 | time (s): 16.16 | final validation loss: 0.3715969
run189 | epochs: 17 | time (s): 15.21 | final validation loss: 0.3685720
run190 | epochs: 68 | time (s): 65.10 | final validation loss: 0.4271780
run191 | epochs: 40 | time (s): 38.47 | final validation loss: 0.4039660
run192 | epochs: 42 | time (s): 39.91 | final validation loss: 0.4227564
run193 | epochs: 24 | time (s): 23.13 | final validation loss: 0.3840184
run194 | epochs: 21 | time (s): 20.29 | final validation loss: 0.3983352
run195 | epochs: 19 | time (s): 18.57 | final validation loss: 0.4050706
run196 | epochs: 17 | time (s): 16.63 | final validation loss: 0.3992243
run197 | epochs: 16 | time (s): 15.71 | final validation loss: 0.4158822
run198 | epochs: 13 | time (s): 12.76 | final validation loss: 0.4020700
run199 | epochs: 13 | time (s): 13.11 | final validation loss: 0.3940761
run200 | epochs: 100 | time (s): 104.74 | final validation loss: 0.4271366
run201 | epochs: 65 | time (s): 66.20 | final validation loss: 0.4462449
run202 | epochs: 62 | time (s): 63.53 | final validation loss: 0.4304448
run203 | epochs: 32 | time (s): 32.68 | final validation loss: 0.4028425
run204 | epochs: 29 | time (s): 30.08 | final validation loss: 0.4077051
run205 | epochs: 19 | time (s): 19.65 | final validation loss: 0.4237941
run206 | epochs: 17 | time (s): 17.49 | final validation loss: 0.4330767
run207 | epochs: 15 | time (s): 15.25 | final validation loss: 0.4247446
run208 | epochs: 14 | time (s): 14.22 | final validation loss: 0.4192853
run209 | epochs: 13 | time (s): 13.87 | final validation loss: 0.3952731
run210 | epochs: 72 | time (s): 62.64 | final validation loss: 0.4251518
run211 | epochs: 63 | time (s): 54.82 | final validation loss: 0.4223096
run212 | epochs: 33 | time (s): 29.09 | final validation loss: 0.3936388
run213 | epochs: 29 | time (s): 25.13 | final validation loss: 0.3840760
run214 | epochs: 24 | time (s): 21.06 | final validation loss: 0.3767505
run215 | epochs: 22 | time (s): 19.84 | final validation loss: 0.3676162
run216 | epochs: 20 | time (s): 17.91 | final validation loss: 0.3716900
run217 | epochs: 17 | time (s): 15.13 | final validation loss: 0.3628268
run218 | epochs: 16 | time (s): 14.15 | final validation loss: 0.3761226
run219 | epochs: 16 | time (s): 14.42 | final validation loss: 0.3812864
run220 | epochs: 68 | time (s): 64.87 | final validation loss: 0.4153529
run221 | epochs: 57 | time (s): 54.98 | final validation loss: 0.4139827
run222 | epochs: 42 | time (s): 39.90 | final validation loss: 0.3919789
run223 | epochs: 26 | time (s): 24.84 | final validation loss: 0.4032081
run224 | epochs: 24 | time (s): 23.18 | final validation loss: 0.4119345
run225 | epochs: 20 | time (s): 19.40 | final validation loss: 0.4219142
run226 | epochs: 17 | time (s): 16.38 | final validation loss: 0.4055721
run227 | epochs: 15 | time (s): 14.43 | final validation loss: 0.4152866
run228 | epochs: 14 | time (s): 13.60 | final validation loss: 0.4159420
run229 | epochs: 13 | time (s): 12.72 | final validation loss: 0.3878065
run230 | epochs: 54 | time (s): 54.89 | final validation loss: 0.4604539
run231 | epochs: 83 | time (s): 85.46 | final validation loss: 0.5922641
run232 | epochs: 47 | time (s): 49.10 | final validation loss: 0.4448421
run233 | epochs: 27 | time (s): 27.39 | final validation loss: 0.4073047
run234 | epochs: 22 | time (s): 22.12 | final validation loss: 0.4008254
run235 | epochs: 20 | time (s): 20.48 | final validation loss: 0.4153506
run236 | epochs: 16 | time (s): 16.05 | final validation loss: 0.4215721
run237 | epochs: 16 | time (s): 16.09 | final validation loss: 0.4342858
run238 | epochs: 14 | time (s): 14.27 | final validation loss: 0.4077911
run239 | epochs: 13 | time (s): 13.28 | final validation loss: 0.4190431
run240 | epochs: 63 | time (s): 54.97 | final validation loss: 0.4017258
run241 | epochs: 35 | time (s): 30.60 | final validation loss: 0.3920783
run242 | epochs: 34 | time (s): 30.16 | final validation loss: 0.3854090
run243 | epochs: 29 | time (s): 25.18 | final validation loss: 0.3789981
run244 | epochs: 26 | time (s): 23.27 | final validation loss: 0.3716002
run245 | epochs: 25 | time (s): 22.13 | final validation loss: 0.3713153
run246 | epochs: 22 | time (s): 19.44 | final validation loss: 0.3618635
run247 | epochs: 19 | time (s): 17.25 | final validation loss: 0.3638525
run248 | epochs: 18 | time (s): 15.72 | final validation loss: 0.3676467
run249 | epochs: 16 | time (s): 14.19 | final validation loss: 0.4003872
run250 | epochs: 100 | time (s): 94.64 | final validation loss: 0.4092273
run251 | epochs: 58 | time (s): 55.35 | final validation loss: 0.4084451
run252 | epochs: 34 | time (s): 33.21 | final validation loss: 0.4087958
run253 | epochs: 30 | time (s): 28.95 | final validation loss: 0.3877305
run254 | epochs: 23 | time (s): 21.89 | final validation loss: 0.4004263
run255 | epochs: 20 | time (s): 19.62 | final validation loss: 0.4021984
run256 | epochs: 16 | time (s): 15.60 | final validation loss: 0.3982009
run257 | epochs: 16 | time (s): 15.58 | final validation loss: 0.4148906
run258 | epochs: 14 | time (s): 13.55 | final validation loss: 0.3939955
run259 | epochs: 14 | time (s): 13.39 | final validation loss: 0.3907453
run260 | epochs: 68 | time (s): 69.28 | final validation loss: 0.4835372
run261 | epochs: 67 | time (s): 69.24 | final validation loss: 0.4484852
run262 | epochs: 41 | time (s): 42.22 | final validation loss: 0.4290807
run263 | epochs: 35 | time (s): 36.11 | final validation loss: 0.4049123
run264 | epochs: 22 | time (s): 22.78 | final validation loss: 0.4141480
run265 | epochs: 23 | time (s): 23.86 | final validation loss: 0.4162674
run266 | epochs: 17 | time (s): 17.72 | final validation loss: 0.4283859
run267 | epochs: 16 | time (s): 16.58 | final validation loss: 0.4142977
run268 | epochs: 14 | time (s): 14.15 | final validation loss: 0.4163173
run269 | epochs: 13 | time (s): 13.52 | final validation loss: 0.3952656
run270 | epochs: 176 | time (s): 152.43 | final validation loss: 0.4153452
run271 | epochs: 57 | time (s): 50.37 | final validation loss: 0.3930492
run272 | epochs: 31 | time (s): 27.56 | final validation loss: 0.3912238
run273 | epochs: 28 | time (s): 24.11 | final validation loss: 0.3844577
run274 | epochs: 22 | time (s): 19.11 | final validation loss: 0.3679238
run275 | epochs: 22 | time (s): 20.04 | final validation loss: 0.3811990
run276 | epochs: 19 | time (s): 17.51 | final validation loss: 0.3644148
run277 | epochs: 22 | time (s): 19.54 | final validation loss: 0.3803463
run278 | epochs: 18 | time (s): 16.40 | final validation loss: 0.3671977
run279 | epochs: 16 | time (s): 14.23 | final validation loss: 0.3707397
run280 | epochs: 83 | time (s): 79.77 | final validation loss: 0.4221173
run281 | epochs: 54 | time (s): 51.87 | final validation loss: 0.4278655
run282 | epochs: 48 | time (s): 45.92 | final validation loss: 0.4184933
run283 | epochs: 28 | time (s): 26.98 | final validation loss: 0.3902253
run284 | epochs: 22 | time (s): 21.28 | final validation loss: 0.4064042
run285 | epochs: 21 | time (s): 20.73 | final validation loss: 0.3980313
run286 | epochs: 17 | time (s): 16.51 | final validation loss: 0.4311951
run287 | epochs: 16 | time (s): 16.03 | final validation loss: 0.4019912
run288 | epochs: 15 | time (s): 15.11 | final validation loss: 0.3970612
run289 | epochs: 13 | time (s): 12.98 | final validation loss: 0.3992385
run290 | epochs: 97 | time (s): 99.50 | final validation loss: 0.4009295
run291 | epochs: 79 | time (sx): 81.21 | final validation loss: 0.4468949
run292 | epochs: 45 | time (s): 46.64 | final validation loss: 0.4160582
run293 | epochs: 31 | time (s): 32.02 | final validation loss: 0.4102802
run294 | epochs: 24 | time (s): 25.03 | final validation loss: 0.4086350
run295 | epochs: 19 | time (s): 19.49 | final validation loss: 0.4191766
run296 | epochs: 16 | time (s): 16.81 | final validation loss: 0.4242187
run297 | epochs: 15 | time (s): 16.05 | final validation loss: 0.4271111
run298 | epochs: 14 | time (s): 14.45 | final validation loss: 0.4026721
run299 | epochs: 13 | time (s): 13.61 | final validation loss: 0.3988261
run300 | epochs: 301 | time (s): 294.96 | final validation loss: 0.3674032
run301 | epochs: 301 | time (s): 295.54 | final validation loss: 0.3679153
run302 | epochs: 301 | time (s): 304.69 | final validation loss: 0.3701883
run303 | epochs: 301 | time (s): 317.26 | final validation loss: 0.3908850
run304 | epochs: 301 | time (s): 318.08 | final validation loss: 0.3684372
run305 | epochs: 301 | time (s): 320.72 | final validation loss: 0.3794943
run306 | epochs: 301 | time (s): 317.11 | final validation loss: 0.3697669
run307 | epochs: 301 | time (s): 315.09 | final validation loss: 0.3667454
run308 | epochs: 301 | time (s): 297.29 | final validation loss: 0.3663042
run309 | epochs: 301 | time (s): 296.46 | final validation loss: 0.3710957
