run000 | epochs: 56 | time (s): 32.65 | final validation loss: 0.3999128
run060 | epochs: 4 | time (s): 2.87 | final validation loss: 0.5706771
run061 | epochs: 4 | time (s): 2.77 | final validation loss: 0.4964762
run062 | epochs: 4 | time (s): 2.65 | final validation loss: 0.4616178
run063 | epochs: 4 | time (s): 2.70 | final validation loss: 0.4223981
run064 | epochs: 4 | time (s): 3.15 | final validation loss: 0.4047063
run065 | epochs: 4 | time (s): 3.19 | final validation loss: 0.3882398
run066 | epochs: 4 | time (s): 3.39 | final validation loss: 0.3726514
run067 | epochs: 4 | time (s): 3.56 | final validation loss: 0.3634387
run068 | epochs: 4 | time (s): 3.95 | final validation loss: 0.3598916
run069 | epochs: 4 | time (s): 5.07 | final validation loss: 0.3515592
run070 | epochs: 6 | time (s): 5.37 | final validation loss: 0.5480380
run071 | epochs: 6 | time (s): 5.36 | final validation loss: 0.5204454
run072 | epochs: 6 | time (s): 4.89 | final validation loss: 0.4984700
run073 | epochs: 6 | time (s): 5.14 | final validation loss: 0.4345862
run074 | epochs: 6 | time (s): 5.10 | final validation loss: 0.3887010
run075 | epochs: 6 | time (s): 5.27 | final validation loss: 0.3703902
run076 | epochs: 6 | time (s): 5.42 | final validation loss: 0.3571270
run077 | epochs: 6 | time (s): 5.44 | final validation loss: 0.3559046
run078 | epochs: 5 | time (s): 5.77 | final validation loss: 0.3599357
run079 | epochs: 4 | time (s): 5.88 | final validation loss: 0.3657245
run080 | epochs: 6 | time (s): 5.89 | final validation loss: 0.5536719
run081 | epochs: 6 | time (s): 5.61 | final validation loss: 0.6480805
run082 | epochs: 6 | time (s): 5.68 | final validation loss: 0.5208511
run083 | epochs: 6 | time (s): 5.67 | final validation loss: 0.4834746
run084 | epochs: 6 | time (s): 5.73 | final validation loss: 0.4272296
run085 | epochs: 6 | time (s): 6.44 | final validation loss: 0.3778353
run086 | epochs: 6 | time (s): 6.37 | final validation loss: 0.3717372
run087 | epochs: 5 | time (s): 5.37 | final validation loss: 0.3672281
run088 | epochs: 5 | time (s): 6.33 | final validation loss: 0.3595895
run089 | epochs: 4 | time (s): 6.40 | final validation loss: 0.3575655
run090 | epochs: 4 | time (s): 2.93 | final validation loss: 0.5436611
run091 | epochs: 4 | time (s): 3.18 | final validation loss: 0.5682780
run092 | epochs: 4 | time (s): 3.13 | final validation loss: 0.4303957
run093 | epochs: 4 | time (s): 2.76 | final validation loss: 0.4247099
run094 | epochs: 4 | time (s): 2.71 | final validation loss: 0.3962336
run095 | epochs: 4 | time (s): 2.72 | final validation loss: 0.3813661
run096 | epochs: 4 | time (s): 2.78 | final validation loss: 0.3685750
run097 | epochs: 4 | time (s): 3.38 | final validation loss: 0.3611955
run098 | epochs: 4 | time (s): 4.05 | final validation loss: 0.3549350
run099 | epochs: 4 | time (s): 4.95 | final validation loss: 0.3534336
run100 | epochs: 6 | time (s): 4.90 | final validation loss: 0.5362145
run101 | epochs: 6 | time (s): 5.05 | final validation loss: 0.4770048
run102 | epochs: 6 | time (s): 5.16 | final validation loss: 0.6370462
run103 | epochs: 6 | time (s): 5.06 | final validation loss: 0.4307557
run104 | epochs: 6 | time (s): 4.99 | final validation loss: 0.3823976
run105 | epochs: 6 | time (s): 5.40 | final validation loss: 0.3712963
run106 | epochs: 6 | time (s): 5.41 | final validation loss: 0.3580887
run107 | epochs: 6 | time (s): 5.41 | final validation loss: 0.3654544
run108 | epochs: 5 | time (s): 5.42 | final validation loss: 0.3490180
run109 | epochs: 4 | time (s): 5.98 | final validation loss: 0.3561375
run110 | epochs: 6 | time (s): 5.98 | final validation loss: 0.6021386
run111 | epochs: 6 | time (s): 5.61 | final validation loss: 0.5823457
run112 | epochs: 6 | time (s): 5.57 | final validation loss: 0.8787197
run113 | epochs: 6 | time (s): 5.61 | final validation loss: 0.4456147
run114 | epochs: 6 | time (s): 5.70 | final validation loss: 0.4385749
run115 | epochs: 6 | time (s): 5.83 | final validation loss: 0.3750873
run116 | epochs: 6 | time (s): 6.60 | final validation loss: 0.3606452
run117 | epochs: 5 | time (s): 5.34 | final validation loss: 0.3558556
run118 | epochs: 5 | time (s): 6.14 | final validation loss: 0.3713552
run119 | epochs: 4 | time (s): 6.46 | final validation loss: 0.3623733
run120 | epochs: 4 | time (s): 2.63 | final validation loss: 0.5481195
run121 | epochs: 4 | time (s): 2.76 | final validation loss: 0.4659927
run122 | epochs: 4 | time (s): 3.32 | final validation loss: 0.4384612
run123 | epochs: 4 | time (s): 2.84 | final validation loss: 0.4544278
run124 | epochs: 4 | time (s): 2.68 | final validation loss: 0.3906113
run125 | epochs: 4 | time (s): 3.14 | final validation loss: 0.3932285
run126 | epochs: 4 | time (s): 3.38 | final validation loss: 0.3739484
run127 | epochs: 4 | time (s): 3.54 | final validation loss: 0.3643493
run128 | epochs: 4 | time (s): 4.03 | final validation loss: 0.3578564
run129 | epochs: 4 | time (s): 5.16 | final validation loss: 0.3492690
run130 | epochs: 6 | time (s): 5.32 | final validation loss: 0.5564656
run131 | epochs: 6 | time (s): 5.48 | final validation loss: 0.6256042
run132 | epochs: 6 | time (s): 5.20 | final validation loss: 0.4615940
run133 | epochs: 6 | time (s): 5.16 | final validation loss: 0.4628434
run134 | epochs: 6 | time (s): 5.14 | final validation loss: 0.4092904
run135 | epochs: 6 | time (s): 5.28 | final validation loss: 0.3720488
run136 | epochs: 6 | time (s): 5.55 | final validation loss: 0.3555643
run137 | epochs: 6 | time (s): 5.84 | final validation loss: 0.3531510
run138 | epochs: 5 | time (s): 5.69 | final validation loss: 0.3564430
run139 | epochs: 4 | time (s): 6.10 | final validation loss: 0.3566095
run140 | epochs: 6 | time (s): 5.51 | final validation loss: 0.5767451
run141 | epochs: 6 | time (s): 6.14 | final validation loss: 0.5766577
run142 | epochs: 6 | time (s): 5.95 | final validation loss: 0.4498495
run143 | epochs: 6 | time (s): 5.88 | final validation loss: 0.4655306
run144 | epochs: 6 | time (s): 5.71 | final validation loss: 0.4041446
run145 | epochs: 6 | time (s): 5.99 | final validation loss: 0.4042979
run146 | epochs: 6 | time (s): 6.61 | final validation loss: 0.3632534
run147 | epochs: 5 | time (s): 5.34 | final validation loss: 0.3620276
run148 | epochs: 5 | time (s): 6.24 | final validation loss: 0.3612566
run149 | epochs: 4 | time (s): 6.67 | final validation loss: 0.3683947
run150 | epochs: 4 | time (s): 2.91 | final validation loss: 0.5093191
run151 | epochs: 4 | time (s): 2.64 | final validation loss: 0.4979629
run152 | epochs: 4 | time (s): 2.65 | final validation loss: 0.4568404
run153 | epochs: 4 | time (s): 2.62 | final validation loss: 0.4122855
run154 | epochs: 4 | time (s): 3.10 | final validation loss: 0.4015547
run155 | epochs: 4 | time (s): 3.25 | final validation loss: 0.3807481
run156 | epochs: 4 | time (s): 3.37 | final validation loss: 0.3714283
run157 | epochs: 4 | time (s): 3.24 | final validation loss: 0.3647932
run158 | epochs: 4 | time (s): 3.62 | final validation loss: 0.3565042
run159 | epochs: 4 | time (s): 5.09 | final validation loss: 0.3570954
run160 | epochs: 6 | time (s): 5.24 | final validation loss: 0.5280943
run161 | epochs: 6 | time (s): 5.46 | final validation loss: 0.4942821
run162 | epochs: 6 | time (s): 5.31 | final validation loss: 0.4806936
run163 | epochs: 6 | time (s): 5.10 | final validation loss: 0.4690450
run164 | epochs: 6 | time (s): 5.26 | final validation loss: 0.3948683
run165 | epochs: 6 | time (s): 5.28 | final validation loss: 0.3718005
run166 | epochs: 6 | time (s): 5.60 | final validation loss: 0.3643306
run167 | epochs: 6 | time (s): 5.36 | final validation loss: 0.3555967
run168 | epochs: 5 | time (s): 5.68 | final validation loss: 0.3529270
run169 | epochs: 4 | time (s): 5.98 | final validation loss: 0.3582324
run170 | epochs: 6 | time (s): 5.91 | final validation loss: 0.5549559
run171 | epochs: 6 | time (s): 5.74 | final validation loss: 0.5475932
run172 | epochs: 6 | time (s): 5.65 | final validation loss: 0.6710102
run173 | epochs: 6 | time (s): 5.75 | final validation loss: 0.4999472
run174 | epochs: 6 | time (s): 5.80 | final validation loss: 0.4074289
run175 | epochs: 6 | time (s): 6.02 | final validation loss: 0.3870335
run176 | epochs: 6 | time (s): 6.68 | final validation loss: 0.3687179
run177 | epochs: 5 | time (s): 5.55 | final validation loss: 0.3593699
run178 | epochs: 5 | time (s): 6.20 | final validation loss: 0.3627305
run179 | epochs: 4 | time (s): 6.63 | final validation loss: 0.3607256
run180 | epochs: 4 | time (s): 2.96 | final validation loss: 0.4622200
run181 | epochs: 4 | time (s): 2.66 | final validation loss: 0.4953407
run182 | epochs: 4 | time (s): 2.68 | final validation loss: 0.4472043
run183 | epochs: 4 | time (s): 2.70 | final validation loss: 0.4159543
run184 | epochs: 4 | time (s): 3.03 | final validation loss: 0.3949194
run185 | epochs: 4 | time (s): 3.30 | final validation loss: 0.3866794
run186 | epochs: 4 | time (s): 3.40 | final validation loss: 0.3746820
run187 | epochs: 4 | time (s): 3.42 | final validation loss: 0.3635920
run188 | epochs: 4 | time (s): 3.89 | final validation loss: 0.3618398
run189 | epochs: 4 | time (s): 5.09 | final validation loss: 0.3616793
run190 | epochs: 6 | time (s): 5.48 | final validation loss: 0.5366082
run191 | epochs: 6 | time (s): 5.47 | final validation loss: 0.4443224
run192 | epochs: 6 | time (s): 5.20 | final validation loss: 0.5120762
run193 | epochs: 6 | time (s): 5.27 | final validation loss: 0.4122000
run194 | epochs: 6 | time (s): 5.16 | final validation loss: 0.3860441
run195 | epochs: 6 | time (s): 5.27 | final validation loss: 0.3732943
run196 | epochs: 6 | time (s): 5.45 | final validation loss: 0.3531852
run197 | epochs: 6 | time (s): 5.53 | final validation loss: 0.3571757
run198 | epochs: 5 | time (s): 5.58 | final validation loss: 0.3595356
run199 | epochs: 4 | time (s): 5.97 | final validation loss: 0.3525959
run200 | epochs: 6 | time (s): 5.92 | final validation loss: 0.5796906
run201 | epochs: 6 | time (s): 5.68 | final validation loss: 0.5207210
run202 | epochs: 6 | time (s): 5.65 | final validation loss: 0.5090370
run203 | epochs: 6 | time (s): 6.77 | final validation loss: 0.5380151
run204 | epochs: 6 | time (s): 7.17 | final validation loss: 0.4670049
run205 | epochs: 6 | time (s): 7.53 | final validation loss: 0.3891998
run206 | epochs: 6 | time (s): 6.85 | final validation loss: 0.3722654
run207 | epochs: 5 | time (s): 5.26 | final validation loss: 0.3538600
run208 | epochs: 5 | time (s): 6.37 | final validation loss: 0.3640256
run209 | epochs: 4 | time (s): 6.61 | final validation loss: 0.3574315
run210 | epochs: 4 | time (s): 2.60 | final validation loss: 0.5466312
run211 | epochs: 4 | time (s): 2.97 | final validation loss: 0.5192474
run212 | epochs: 4 | time (s): 3.15 | final validation loss: 0.4637719
run213 | epochs: 4 | time (s): 3.14 | final validation loss: 0.4385584
run214 | epochs: 4 | time (s): 2.87 | final validation loss: 0.3980271
run215 | epochs: 4 | time (s): 2.78 | final validation loss: 0.3804784
run216 | epochs: 4 | time (s): 2.77 | final validation loss: 0.3704716
run217 | epochs: 4 | time (s): 2.97 | final validation loss: 0.3646333
run218 | epochs: 4 | time (s): 3.77 | final validation loss: 0.3586200
run219 | epochs: 4 | time (s): 5.03 | final validation loss: 0.3559864
run220 | epochs: 6 | time (s): 5.38 | final validation loss: 0.5038160
run221 | epochs: 6 | time (s): 5.47 | final validation loss: 0.5082958
run222 | epochs: 6 | time (s): 5.51 | final validation loss: 0.4603546
run223 | epochs: 6 | time (s): 5.47 | final validation loss: 0.4132217
run224 | epochs: 6 | time (s): 5.20 | final validation loss: 0.4243470
run225 | epochs: 6 | time (s): 5.25 | final validation loss: 0.3644967
run226 | epochs: 6 | time (s): 5.40 | final validation loss: 0.3612175
run227 | epochs: 6 | time (s): 5.36 | final validation loss: 0.3571709
run228 | epochs: 5 | time (s): 5.63 | final validation loss: 0.3576385
run229 | epochs: 4 | time (s): 6.22 | final validation loss: 0.3528337
run230 | epochs: 6 | time (s): 5.85 | final validation loss: 0.7329922
run231 | epochs: 6 | time (s): 5.77 | final validation loss: 0.7183747
run232 | epochs: 6 | time (s): 5.61 | final validation loss: 0.5478817
run233 | epochs: 6 | time (s): 5.77 | final validation loss: 0.4347549
run234 | epochs: 6 | time (s): 5.82 | final validation loss: 0.4052231
run235 | epochs: 6 | time (s): 5.99 | final validation loss: 0.3813658
run236 | epochs: 6 | time (s): 6.46 | final validation loss: 0.3637415
run237 | epochs: 5 | time (s): 5.42 | final validation loss: 0.3751597
run238 | epochs: 5 | time (s): 6.33 | final validation loss: 0.3597992
run239 | epochs: 4 | time (s): 6.55 | final validation loss: 0.3628450
run240 | epochs: 4 | time (s): 3.08 | final validation loss: 0.5285328
run241 | epochs: 4 | time (s): 3.03 | final validation loss: 0.4753946
run242 | epochs: 4 | time (s): 2.64 | final validation loss: 0.5055479
run243 | epochs: 4 | time (s): 2.76 | final validation loss: 0.4300830
run244 | epochs: 4 | time (s): 2.69 | final validation loss: 0.4147470
run245 | epochs: 4 | time (s): 3.10 | final validation loss: 0.3978943
run246 | epochs: 4 | time (s): 3.34 | final validation loss: 0.3727736
run247 | epochs: 4 | time (s): 3.55 | final validation loss: 0.3601712
run248 | epochs: 4 | time (s): 4.01 | final validation loss: 0.3567876
run249 | epochs: 4 | time (s): 5.30 | final validation loss: 0.3607565
run250 | epochs: 6 | time (s): 5.53 | final validation loss: 0.5422963
run251 | epochs: 6 | time (s): 5.30 | final validation loss: 0.4917230
run252 | epochs: 6 | time (s): 5.25 | final validation loss: 0.4538034
run253 | epochs: 6 | time (s): 5.38 | final validation loss: 0.4173287
run254 | epochs: 6 | time (s): 5.31 | final validation loss: 0.3885131
run255 | epochs: 6 | time (s): 5.59 | final validation loss: 0.3685193
run256 | epochs: 6 | time (s): 5.72 | final validation loss: 0.3557687
run257 | epochs: 6 | time (s): 5.70 | final validation loss: 0.3528652
run258 | epochs: 5 | time (s): 5.79 | final validation loss: 0.3583254
run259 | epochs: 4 | time (s): 6.04 | final validation loss: 0.3494080
run260 | epochs: 6 | time (s): 5.92 | final validation loss: 0.6922584
run261 | epochs: 6 | time (s): 6.48 | final validation loss: 0.6242429
run262 | epochs: 6 | time (s): 6.36 | final validation loss: 0.5085830
run263 | epochs: 6 | time (s): 5.83 | final validation loss: 0.5226414
run264 | epochs: 6 | time (s): 6.01 | final validation loss: 0.4104174
run265 | epochs: 6 | time (s): 6.68 | final validation loss: 0.4174095
run266 | epochs: 6 | time (s): 6.72 | final validation loss: 0.3628452
run267 | epochs: 5 | time (s): 5.23 | final validation loss: 0.3588621
run268 | epochs: 5 | time (s): 6.45 | final validation loss: 0.3647131
run269 | epochs: 4 | time (s): 6.59 | final validation loss: 0.3620060
run270 | epochs: 4 | time (s): 2.79 | final validation loss: 0.6514367
run271 | epochs: 4 | time (s): 3.08 | final validation loss: 0.4816822
run272 | epochs: 4 | time (s): 3.15 | final validation loss: 0.4531510
run273 | epochs: 4 | time (s): 3.03 | final validation loss: 0.4151272
run274 | epochs: 4 | time (s): 2.65 | final validation loss: 0.3952465
run275 | epochs: 4 | time (s): 2.77 | final validation loss: 0.3839934
run276 | epochs: 4 | time (s): 2.84 | final validation loss: 0.3713258
run277 | epochs: 4 | time (s): 3.37 | final validation loss: 0.3628468
run278 | epochs: 4 | time (s): 4.05 | final validation loss: 0.3617494
run279 | epochs: 4 | time (s): 5.16 | final validation loss: 0.3524588
run280 | epochs: 6 | time (s): 5.20 | final validation loss: 0.5209088
run281 | epochs: 6 | time (s): 5.56 | final validation loss: 0.5484351
run282 | epochs: 6 | time (s): 5.68 | final validation loss: 0.4880545
run283 | epochs: 6 | time (s): 5.68 | final validation loss: 0.4360532
run284 | epochs: 6 | time (s): 5.20 | final validation loss: 0.4055984
run285 | epochs: 6 | time (s): 5.31 | final validation loss: 0.3614185
run286 | epochs: 6 | time (s): 5.42 | final validation loss: 0.3587585
run287 | epochs: 6 | time (s): 5.55 | final validation loss: 0.3525546
run288 | epochs: 5 | time (s): 5.57 | final validation loss: 0.3505175
run289 | epochs: 4 | time (s): 7.29 | final validation loss: 0.3591856
run290 | epochs: 6 | time (s): 6.11 | final validation loss: 0.5069043
run291 | epochs: 6 | time (s): 6.00 | final validation loss: 0.8052948
run292 | epochs: 6 | time (s): 6.17 | final validation loss: 0.4931114
run293 | epochs: 6 | time (s): 6.10 | final validation loss: 0.4684332
run294 | epochs: 6 | time (s): 6.30 | final validation loss: 0.4408644
run295 | epochs: 6 | time (s): 6.32 | final validation loss: 0.3809098
run296 | epochs: 6 | time (s): 6.01 | final validation loss: 0.3710845
run297 | epochs: 5 | time (s): 5.08 | final validation loss: 0.3593393
run298 | epochs: 5 | time (s): 6.23 | final validation loss: 0.3598212
run299 | epochs: 4 | time (s): 6.57 | final validation loss: 0.3558634
run300 | epochs: 301 | time (s): 281.48 | final validation loss: 0.3717746
run301 | epochs: 301 | time (s): 278.49 | final validation loss: 0.3679323
run302 | epochs: 301 | time (s): 279.02 | final validation loss: 0.3750903
run303 | epochs: 301 | time (s): 277.11 | final validation loss: 0.3827088
run304 | epochs: 301 | time (s): 279.59 | final validation loss: 0.3647123
run305 | epochs: 301 | time (s): 277.18 | final validation loss: 0.3813775
run306 | epochs: 301 | time (s): 279.23 | final validation loss: 0.3739268
run307 | epochs: 301 | time (s): 275.29 | final validation loss: 0.3676218
run308 | epochs: 301 | time (s): 319.14 | final validation loss: 0.3702067
run309 | epochs: 301 | time (s): 330.27 | final validation loss: 0.3669727
